id,video_id,author,comment,published_at,like_count
377,iEjjNLt-Itw,@geteneshbenti1798,አሜን አሜን አሜን ይፍቱኝ አባታችን,2024-02-25T20:05:25Z,1
381,XIabAa5lh-8,@BirukNegussie-jq8rc,have being sad GOD bless Biruk Negussie,2024-02-25T17:56:04Z,0
382,XIabAa5lh-8,@mulugetaayele9808,እግዚያብሄር ቤተስቦቹን ያፅናችሁ,2024-02-25T11:37:11Z,0
383,XIabAa5lh-8,@elizabethgizachew1811,እግዚአብሔር አምላክ ያጽናናችሁ:: የወንድማችንንም ነብስ ከደጋጎቹ ጎን ያሳርፍልን::,2024-02-25T02:29:44Z,0
384,XIabAa5lh-8,@mesrakteklu3222,እግዚአብሔር  ያፅናችሁ  ዛሬ  የሱ  ቀን  ናት  አምላኩን  የሚአይበት  በምድር  ያለውን  በአግባብ  ተጠቅሞ  መሄድ  መመረጥ  ነው  አይዞአችሁ  እሱ  ወደተሻለው  ሄዱአልና  እግዚአብሔር  ፅናቱን  ይስጣችሁ  እህቴ  ቀላል  አይደለም  ብጢውን  ስለማቀው  በጥሩ  አስቢው  እሱ  ዛሬ  እሱ  በጌታ  ተመርጡዋል🙏🙏🙏,2024-02-24T19:47:54Z,0
385,sQ80LEjgCN0,@Devid21media,🥰🥰🥰,2024-02-24T06:49:35Z,1
386,sQ80LEjgCN0,@BrightVision-t5p,🙏አሜን አሜን አሜን 🙏,2024-02-24T03:27:45Z,1
387,sQ80LEjgCN0,@BrightVision-t5p,🙏💒👏እግዚአብሔር አምላከ ይመስገን👏💒🙏አሜን🙏,2024-02-24T03:26:32Z,1
388,TnQ4M-IWhJw,@alemgezaw-nn6jg,AMEN AMEN AMEN,2024-02-24T01:23:18Z,0
1316,EUFIoKuJB-A,@SamuelzeGonder,1:04:31,2024-02-21T03:13:29Z,1
390,OwjO0AVIalA,@liyasolo9146,May he RIP. May God comfort his family & friends 🙏🏽,2024-02-18T13:43:06Z,0
389,xuwii5i5lH8,@marthayohannes8791,Amen,2024-02-15T03:04:16Z,0
1634,NEqRNY-V_OM,@hayle.gebriel,"0:00 - ዘሰኑይ ዕዝል
4:45 - ግእዝ 
10:45 - ዘሠሉስ ዕዝል
16:45 - ግእዝ
21:32 - ዘረቡዕ ዕዝል
25:42 - ግእዝ
29:49 - ዘሐሙስ ዕዝል
33:38 - ግእዝ
38:01 - ዘዓርብ ዕዝል
42:18 - ግእዝ
46:36 - ዘቀዳሚት ዕዝል
51:53 - ግእዝ",2024-02-14T01:25:51Z,11
2351,TlHBp8PIfpE,@sbhatEtomi,❤❤❤❤,2024-02-10T16:19:37Z,0
1741,R6Zy_zB1BYU,@genetmeaza1038,🙏🙏🙏,2024-02-09T10:53:27Z,0
2362,WRfqgnh7TW8,@sbhatEtomi,ቃለ ሕይወት  ያስማልና ♥♥♥,2024-02-07T21:01:47Z,0
391,OwjO0AVIalA,@Yetu_437,ነብሱ በሰላም  ትረፍ 😭 ቤተሰቡንም መፅናናቱን ይስጥልን😭,2024-02-06T16:21:52Z,0
392,OwjO0AVIalA,@TrueInnerPeace21,Rest In Heavenly Peace 🙏,2024-02-05T23:30:48Z,0
393,OwjO0AVIalA,@mesimesi2950,ነፍሱን በአፀደ ገነት ያኑርልን መፅናናትን ለመላው ቤተሰብ ያድልልን😭😭😭😭,2024-02-05T21:29:09Z,1
394,OwjO0AVIalA,@mekdesbekele1964,እግዚአብሔር ነፍሱን በአፀደ ገነት ያሳርፍ ለቤተሰብም መፅናናቱን ይስጥ🙏😭,2024-02-05T20:55:19Z,2
395,OwjO0AVIalA,@ethiopiaworku3205,ነፍስ ይማር ለቤተሰቡ መፅናናትን ይስጥልን።,2024-02-05T15:01:20Z,1
396,OwjO0AVIalA,@elizabethfeleke9623,Rip 🙏🏼 💔,2024-02-04T22:51:00Z,1
2374,rH6J8aP4A-0,@sbhatEtomi,❤❤❤❤❤❤❤😢ዝማሬ መላእክት ያሰማልን,2024-02-04T14:03:02Z,0
397,5afOWhCGV7E,@enenegn5719,Dallas where? is it Dallas in Oregon pls,2024-01-31T00:36:47Z,0
398,5afOWhCGV7E,@esayastasew3733,"የድንግል ማርያም የእርገት በዓሏ ነሐሴ 16 ነው።።
 ዛሬ መልእክት ሳስተላልፍ የካቲት  አስራ ስድስት ያልኩት በዳህጸ ልሳን መሆኑን እገልጻለው ሊቀ ጠበብት ኢሳይያስ አስረስ ።።",2024-01-30T19:41:59Z,0
399,5afOWhCGV7E,@BrightVision-t5p,🙏💒👏  አሜን  Amen   👏💒🙏,2024-01-30T17:18:59Z,0
400,5afOWhCGV7E,@BrightVision-t5p,🙏💒👏እግዚአብሔር  አምላክ  ይመስገን👏💒🙏አሜን🙏,2024-01-30T17:12:08Z,0
1635,NEqRNY-V_OM,@BirukTafese-y8p,kalyot yasemaln abatachn,2024-01-29T09:16:31Z,0
401,jY01Dplobdc,@BrightVision-t5p,🙏💒👏እግዚአብሔር አምላክ ይመስገን 👏💒🙏አሜን🙏,2024-01-28T17:17:25Z,0
402,jY01Dplobdc,@BrightVision-t5p,🙏💒👏 አሜን  Amen 👏💒🙏,2024-01-28T17:00:47Z,0
403,jY01Dplobdc,@BrightVision-t5p,🙏💒👏እግዚአብሔር አምላክ ይመስገን 👏💒🙏 አሜን 🙏,2024-01-28T16:59:55Z,0
404,tR2sXi3ulnI,@BT-yl3qg,Amen 🙏🏾🙏🏾🙏🏾🌷,2024-01-21T21:45:32Z,0
405,tR2sXi3ulnI,@BrightVision-t5p,🙏💒👏እግዚአብሔር አምላክ ይመስገን👏💒🙏አሜን🙏,2024-01-21T18:12:33Z,0
406,tR2sXi3ulnI,@ArchieRowe,🙏 🙏 🙏,2024-01-21T17:55:05Z,1
1723,qoYmwm4Ty0U,@mulukengetaneh3381,ዝማሪ መላእክትን ያሰማልን መምህር።,2024-01-21T01:37:51Z,0
408,xsOEtjXQzvc,@BethlhemTegegn-nb1gq,Aman Aman Aman,2024-01-20T21:14:35Z,0
407,usTY_xLH31g,@hi8228-hi,🙏🙏🙏💚💛❤⛪,2024-01-20T19:08:16Z,1
409,xsOEtjXQzvc,@BrightVision-t5p,🙏 አሜን 🙏 Amen 🙏,2024-01-20T01:56:27Z,0
410,xsOEtjXQzvc,@BrightVision-t5p,🙏💒👏አሜን አሜን አሜን 👏💒🙏,2024-01-20T01:53:08Z,0
968,FsbRwIUBhfc,@hayle.gebriel,"እስመ ለዓለም፦
15:23 - ዘበዳዊት ተነበየ ወበዮሐንስ ጥምቀተ ኃርየ በቃና ዘገሊላ ማየ ወይነ ረሰየ መዓዛ ቃልከ ይትወከፍ ጸሎትየ።
አንገርጋሪ፦
18:50 - እንዘ ሥውር እምኔነ ይእዜሰ ክሡተ ኮነ ማየ ረሰየ ወይነ ተአምረ ወመንክረ ገብረ መድኃኒነ በቃና ዘገሊላ ከብካብ ኮነ።
ምልጣን ዝማሜ፦
24:44 - በቃና ዘገሊላ ከብካብ ኮነ።",2024-01-19T21:15:11Z,2
1827,9C3lnvElC2M,@NahomTeklu-f9f,🙏🙏🙏🙏,2024-01-19T05:14:26Z,0
564,wOb2sg4umzM,@astetmedfu8794,❤❤❤❤❤❤❤❤😂,2024-01-18T19:38:10Z,0
1724,qoYmwm4Ty0U,@hawazaraya3099,ዝማሬ መላእት,2024-01-17T23:16:28Z,0
1778,DWgjc6djWnY,@ethiopiaorthodox5645,የታላቁ ሊቅ ልጅ ሊቅ እድሚ እና ጤና ያብዛለዎት አባታችን,2024-01-16T04:04:49Z,3
411,OJe0UdrhbyA,@BrightVision-t5p,🙏💒👏 አሜን  Amen 👏💒🙏,2024-01-14T21:59:20Z,0
412,OJe0UdrhbyA,@BrightVision-t5p,🙏💒👏 እግዚአብሔር  አምላክ ይመስገን 👏💒🙏 አሜን 🙏,2024-01-14T21:58:44Z,0
1828,9C3lnvElC2M,@GeduBelay-o9f,ye kebero ametat bichemer,2024-01-13T08:52:20Z,0
1636,NEqRNY-V_OM,@EnabiSolomon,በጣም እና መሰግንናለን ቃለ ሂወት ያሰማልን,2024-01-10T11:33:31Z,4
2333,_ZE8tADdgno,@zerihundesta3023,አሜን,2024-01-07T07:35:13Z,1
1880,yiS7SpT9pVc,@BrightVision-t5p,🙏💒  አሜን   Amen  💒🙏,2024-01-06T18:11:02Z,1
1881,yiS7SpT9pVc,@BrightVision-t5p,💒🙏👏 ዝማሬ መልዕክት ያሰማልን 👏🙏💒,2024-01-06T18:10:17Z,1
1882,yiS7SpT9pVc,@BrightVision-t5p,🙏💒👏 እግዚአብሔር አምላክ ይመስገን 👏💒🙏 አሜን 🙏,2024-01-06T18:08:52Z,2
817,Pt8uM036jxc,@RutTadele-y8k,ዘማሪት  መንበረ ዝማሬ  መላእክት  ያሰማልን በርቺ  ያገልግሎት ዘመንሽ  ይርዘም,2024-01-05T19:44:50Z,0
1883,yiS7SpT9pVc,@NewayYilma-k4u,Kale hiywot yasemaln,2024-01-04T15:36:07Z,1
2009,nleicWvRv4s,@mezmurhawaz5542,አምላከ ቅዱስ ያሬድ የአገልግሎት ዘመንዎን ይባርክልን በእድሜ በጤና በፀጋ በበረከት ያኑርልን።,2023-12-26T19:56:19Z,0
2010,nleicWvRv4s,@EnbakomMulugeta7,የቅኔ ዝማሜ አውጡልን መምህር,2023-12-26T06:00:41Z,0
413,X3toRet-fR8,@zacklun1120,ባንዲራው ትራውማ ያስነሳብኛል፡፡ ኦርቶዶክስ ነኝ ግን ባንዲራውን ሳይ በጦርነቱ ወቅት ያሞቱትን ሁለት ወንድሞቼን ነው የሚያስታውሰኝ፡፡ ይህን ባንዲራ ይዛችሁ የእርስ በርስ ጦርነት ላይ መጠቀም አልነበረባችሁም፡፡,2023-12-24T20:33:01Z,0
414,C_lmxHSmT6A,@deaconmelakuberihun,wdu memihre🥰,2023-12-24T08:56:56Z,1
415,LatQF91gw5E,@angaroemebet527,አመን ዝማሬ መላእክትን ያሰማልን ውዱ ወንድመሜ,2023-12-23T13:11:14Z,0
416,0jjEF1SlzS0,@BrightVision-t5p,🙏 In the name of the Father and the Son and the Holy Spirit one God 🙏 Amen 🙏,2023-12-22T21:01:33Z,0
1637,NEqRNY-V_OM,@FevneAberhim-ks1wu,ይህን የመሰለ ምስጢር ማወቅ መስማት መታደልኮ ነው አምላካችን ሆይ ቤትህን እና ልጆችን ፍቅር ሰላም አንድነትን ስጠን አብዝተን እናመስግንህ የሰራዊት ጌታ እግዚአብሔር ሆይ ስምህ ከአፅናፍ አለም ከምድር እስከአርያም የተመሰገነ ይሁን ያገልግሎት ዘመንዎትን ያብዛልን,2023-12-21T01:15:50Z,2
2334,_ZE8tADdgno,@yodtubeዮድቲዩብ,2:47,2023-12-17T07:26:47Z,0
2335,_ZE8tADdgno,@yodtubeዮድቲዩብ,0:08 0:08,2023-12-17T07:26:30Z,1
2047,IJJu7-COnJc,@elaeliasadmasie434,ቃለ ሕይወት ያሰማልን,2023-12-16T03:31:55Z,0
2336,_ZE8tADdgno,@yodtubeዮድቲዩብ,4:40,2023-12-15T19:10:23Z,1
432,FSS3H2ALQn0,@assegedechasrat3499,6:56:48,2023-12-15T01:59:08Z,0
420,tAfVbrf-dAo,@bryce4163,'Promo SM',2023-12-14T00:16:47Z,0
417,Nuau6UsfyAY,@BrightVision-t5p,🙏 እግዚአብሔር  አምላክ  ይመስገን  🙏 አሜን 🙏,2023-12-10T18:28:46Z,0
2375,rH6J8aP4A-0,@MekdlawitMekdi,ዝማሬ መላእክትን ያሰማልነ❤❤❤,2023-12-07T20:50:15Z,0
657,0FCqoidN0Xo,@Efitah,eyehadga hagere ethiopia,2023-12-07T05:23:38Z,0
418,gOXj2sNqwcM,@BrightVision-t5p,🙏 እግዚአብሔር  አምላክ ይመስገን 🙏 አሜን 🙏,2023-12-03T17:58:26Z,0
421,tAfVbrf-dAo,@ArchieRowe,🙏🙏🙏 Thank you all and God Bless,2023-12-02T07:59:25Z,0
419,Jle63bQ_XKg,@BrightVision-t5p,🙏 እግዚአብሔር  አምላክ  ይመስገን  🙏አሜን 🙏,2023-12-01T03:44:24Z,0
422,RYDeHG7pssQ,@BrightVision-t5p,🙏 እግዚአብሔር  አምላክ  ይመስገን  🙏አሜን 🙏,2023-11-30T01:29:03Z,0
423,pepgp5fd2JA,@genetalem8059,Amen Amen Amen,2023-11-29T16:29:45Z,0
2089,9niCbIbOxUk,@newayeyelema2424,Kale hiywot yasemaln,2023-11-28T18:40:08Z,0
1945,bcP5Go0j3sE,@kelemeworkyehalashet5449,"ለመሪዉም ለተመሪዉም 
ቃለህይወት ያሰማልን",2023-11-28T08:59:08Z,2
424,7GbnAcpfNfU,@BrightVision-t5p,🙏 እግዚአብሔር  አምላክ  ይመስገን 🙏 አሜን 🙏,2023-11-28T03:17:53Z,0
425,XR8MuMeMyWs,@BrightVision-t5p,🙏 እግዚአብሔር  አምላክ  ይመስገን  🙏አሜን 🙏,2023-11-26T18:22:04Z,0
426,XR8MuMeMyWs,@BrightVision-t5p,🙏 አሜን 🙏,2023-11-26T18:20:16Z,0
2170,P55sE2Blv20,@hayle.gebriel,"0:36 - ቅድስት ወበፅዕት
3:26 - በእንተ ተሠግዎቱ
5:51 - ቀዲሙ ዜነወነ
13:14 - አንቲ ውእቱ ንጽሕት
16:55 - ገብርኤል መልአክ
20:36 - አንቲ ውእቱ ዘኮንኪ 
30:04 - አስተማሰናልኪ
31:55 - አንቲ ውእቱ ተቅዋም ዘወርቅ
34:13 - እግዚአ ኵሉ
38:55 - ናስተማስለኪ
42:08 - አንቲ ውእቱ ዕፅ ቡሩክ
46:43 - በትረ አሮን እንተ ሠረፀት
49:44 - ለኪ ይደሉ",2023-11-24T20:59:15Z,6
1800,h7wCOzRdURI,@hayle.gebriel,"1:45 - በእንተ ትምህርተ ኅቡዓት
3:16 - ኢኮነ ባሕቲቶ
4:04 - ዘለብሶ ለአዳም
5:53 - ወገጹ ዘፍጹም
6:21 - ወሪዶ ዘእምልዑላን
7:45 - ኅሊናሁ ለአብ
8:27 - እንዘ ነአምን በሃይማኖቱ
10:00 - ነአምን ሕማሞ
10:59 - እምሰማይት
12:03 - ዘያበርህ ውስተ አልባቢሆሙ
13:03 - ከዊኖ እምቅድመ ዓለም
13:56 - ፈቂዶ ይፈውስ
14:33 - ሥጋ ለብሰ
15:38 - ወትእዛዛተ ጽድቅ
16:39 - ውእቱሂ
18:00 - ዘውእቱ አምላክ 
18:35 - ተሰቅለ በእንቲአነ
19:10 - ኵሉ ነፍሰ ፍትወተ ሰብእ

ሁለተኛው አጋማሽ

19:56 - ወበእላ ከናፍር
21:04 - ወቦቱ እለ ይጠመቁሂ
21:51 - በዝንቱ እለ ትጸንዑሂ  
22:37 - ከመ ታእምሩ 
23:25 - ያጽምዕ ዘንተ
24:13 - ርእዮ ሞት
25:36 - መኑ ዝንቱ ዘእምሥልጣየ
26:45 - መኑ ዝንቱ ዘነኪር እምሕግየ
27:59 - መኑ ዝንቱ እንበለ ኀጢአት ዘሞተ 
29:15 - መኑ ዝንቱ ስብሐት ዘይከልእ
30:29 - ዝንቱ ውእቱ
31:09 - እሙታን ተንሢኦ
31:53 - አአኵተከ አብ
32:44 - አአኵተከ ንጉሥ
33:08 - ዘበእዝነ ሥጋ  
34:04 - ዘኪያከ ያፈቅር አብ
35:10 - አምላከ ኵሉ
35:53 - ያእምር እንከ ኖላዊ
36:38 - ወበእንተዝ ይበል ኖላዊ
37:39 - ወዓዲ ይንግር
38:14 - ዘይቤ ከመ የሀበነ
38:58 - በከመ ይቤ ሙሴ",2023-11-24T20:47:04Z,4
1946,bcP5Go0j3sE,@hayle.gebriel,"ዋዜማ፦
0:03 - ጣኔዎስ ተመርዓዊ
6:23 - ይቀልል ለፈጣሪ
ዕጣነ ሞገር፦ 
13:20 - መንፈሰ ገዳፊ በልሆር",2023-11-24T20:13:15Z,1
433,FSS3H2ALQn0,@senaitkassa2045,በጣም ልብ የሚነካ ንግግር ነው ፡ አባታችንን ነፍሳቸውን በገነት እንደያኖርልን እማፀናለሁ ። እግዚያብሔር ለተባረከው ቤተሰብ መፅናኛውን ይላክላችሁ፡ 🙏,2023-11-24T18:53:06Z,1
2337,_ZE8tADdgno,@hayle.gebriel,"0:02 - ሰላም ለኪ
0:46 - ተሰመይኪ ፍቅርተ
2:33 - ወበእንተዝ 
3:14 - ታቦት በወርቅ
4:32 - መቅደስ ዘይኬልልዋ
5:21 - አንቲ ውእቱ መሰበ ወርቅ
5:58 - አንቲ ውእቱ ተቅዋም ዘወርቅ
7:31 - አንቲ ውእቱ ማዕጠንት ዘወርቅ
8:35 - ተፈሥሒ ኦ ማርያም
9:21 - በትረ አሮን እንተ ሠረፀት
10:12 - ለኪ ይደሉ",2023-11-24T01:19:26Z,3
2352,TlHBp8PIfpE,@hayle.gebriel,"0:01 - ሰላም ለኪ
0:53 - ንጽሕት ወብርህት
1:31 - ናስተበፅዕ እበየኪ
2:37 - ከመ ከብካብ 
3:29 - አንቲ ውእቱ ዘመድ
4:23 - ኮንኪ ዳግሚተ ሰማይ
5:14 - አንቲ ውእቱ ደብተራ  
6:55 - ተሰመይኪ እመ 
7:40 - አንቲ ውእቱ ሰዋስው
8:44 - ናሁ እግዚእ
9:40 - ተፈሥሒ ኦ ምእልተ ጸጋ",2023-11-24T01:14:09Z,4
2363,WRfqgnh7TW8,@hayle.gebriel,"0:01 - ሰላም ለኪ
0:53 - ቡርክት አንቲ እምአንስት
1:59 - ቡርክት አንቲ ተዐብዪ
3:57 - ቡርክት አንቲ ማርያም
6:52 - ማርያም ድንግል ሙዳየ ዕፍረት
7:54 - ማርያም ንጽሕት ድንግል
8:34 - ማርያም ድንግል ትጸርሕ በቤተ መቅደስ",2023-11-23T20:23:55Z,3
2376,rH6J8aP4A-0,@hayle.gebriel,"0:01 - ሰላም ለኪ
0:56 - ዕፀ እንተ ርእየ ሙሴ 
2:35 - ናዐብየኪ ኵልነ
7:58 - ኦዝ መንክር ወዕፁብ
12:13 - ኦዝ መንክር ነሥአ አሐደ
15:18 - መሐለ እግዚአብሔር
18:49 - ዳዊት ዘነግሠ
21:37 - አሐዱ ዘእምቅድስት ሥላሴ",2023-11-23T20:17:16Z,0
2382,0Q0bXK9F9mw,@hayle.gebriel,"0:01 - ሰላም ለኪ
0:53 - ኵሉ ሠራዊተ ሰማያት ይብሉ
2:19 - ተነበዩ ላዕሌኪ  
4:06 - አንቲ ዘበአማን
6:41 - ረከብኪ ጸጋ 
7:30 - ግብረ ድንግል
12:38 - የዐቢ ክብራ ለማርያም
17:00 - ሕዝቅኤል ነቢይ
17:55 - ኆኅትሰ",2023-11-23T20:12:13Z,5
2390,r05hPTKu8gs,@hayle.gebriel,"0:01 - ሰላም ለኪ
0:54 - አክሊለ ምክሕነ
2:38 - እስመ በፈቃዱ
4:27 - አንቲ ውእቱ ዕፅ
5:16 - አንቲ ውእቱ ገራህት
6:29 - ተፈሥሒ ኦ ወላዲተ እግዚእ
7:57 - ተፈሥሒ እስመ ድልወ ተሰመይኪ
9:21 - ኦ ድንግል
10:24 - ቃለ አብ ሕያው
11:25 - ውእቱኬ
13:31 - ዕበያ ለድንግል
14:57 - ዘውእቱ እብን
15:51 - ኮንኪ ዓፅቀ ንጹሐ
16:51 - አንቲ እሙ
17:39 - አይ ልሳን
19:13 - ተፈሥሒ ኦ ማርያም",2023-11-23T20:04:13Z,6
2399,2eh9PA3uUkg,@hayle.gebriel,"0:00 - ሰላም ለኪ 
0:53 - ፈቀደ እግዚእ
1:37 - ሠርቀ በሥጋ 
3:13 - ኢየሱስ ክርስቶስ
4:03 - ርእየ ኢሳይያስ
5:00 - ተፈሣሕ ወተሐሠይ
6:10 - ዘሀሎ ወይሄሉ
7:39 - ተፈሥሒ ኦ ቤተ ልሔም
9:16 - ትትፌሣሕ ወትትሐሠይ
11:13 - ብርሃን ዘበአማን",2023-11-23T19:54:42Z,12
427,tbNcIPbIHEI,@BrightVision-t5p,🙏 እግዚአብሄር  አምላክ  ይመስገን 🙏 አሜን🙏,2023-11-22T21:10:51Z,0
428,iQjNjP3Y6_I,@BrightVision-t5p,🙏እግዚአብሄር አምላክ ይመስገን🙏አሜን🙏,2023-11-19T17:12:20Z,0
429,cEQKNS7q2j0,@almyn8439,ለእግዚአብሄር  ክብር ምስጋና ይድረሰዉ  አሜን  አሜን አሜን,2023-11-19T02:56:32Z,0
430,cEQKNS7q2j0,@almyn8439,❤❤❤🎉🎉🎉❤❤❤🎉🎉🎉❤❤❤,2023-11-19T02:54:16Z,0
431,cEQKNS7q2j0,@BrightVision-t5p,"🙏 እግዚአብሔር አምላክ ይመስገን 🙏
         🙏 አሜን አሜን አሜን 🙏",2023-11-18T19:26:31Z,0
2195,JbOZCdRzMi4,@temeteme2608,ዝማሬ መላእክትን ያሰማልን የኔታ,2023-11-18T07:28:24Z,0
434,FSS3H2ALQn0,@tsigeredahaylemeskel3151,So sad 😢😢😢,2023-11-17T05:53:33Z,1
435,FSS3H2ALQn0,@tsigeredahaylemeskel3151,😢😢😢😢,2023-11-17T05:53:04Z,1
436,FSS3H2ALQn0,@Samura2008,"Touching! God bless! 🙏
Eyesus Kiristos yezelalem Negus!
Jesus Christ is eternal Lord!",2023-11-16T23:50:43Z,1
437,LHkD4TLa9Kk,@leulafework3815,Amen,2023-11-14T03:34:45Z,0
439,54sN0jTnAD0,@KT-rg2nl,minu new kidase?,2023-11-12T17:31:18Z,0
438,c67EzpPYrsE,@mekke6544,ሥራ ፈቶች።ምን ያቀዋልላችኋል?ምድረ ረገጤ።,2023-11-12T05:38:55Z,0
440,54sN0jTnAD0,@texastoplinemotors5518,Very niceeeeee!!!!!!!!,2023-11-11T18:00:47Z,0
441,54sN0jTnAD0,@almazgebremeskel5845,ደስስስስስ ይላልልል እግዚያብሔር ይመስገን,2023-11-11T17:23:23Z,0
2391,r05hPTKu8gs,@MillionTekleab-u9f,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2023-11-08T20:09:43Z,0
442,z35r82RkukY,@AddiseAbeba,❤❤❤❤,2023-11-05T20:32:24Z,0
443,z35r82RkukY,@destaergano3121,እስቲ ክርስቶስን ኢየሱስ ስም መጥረት ልመዱ!!!,2023-11-05T19:38:44Z,0
444,pMSz1KoCNpE,@YehtZewdie-go9fi,Yegebreil  bereket yedereben,2023-11-01T14:28:33Z,0
2383,0Q0bXK9F9mw,@MillionTekleab-u9f,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2023-11-01T09:30:18Z,2
448,c6N7LCFekSM,@BrightVision-t5p,"Good job,  Keep it up  !!",2023-10-31T03:07:09Z,2
445,pMSz1KoCNpE,@BrightVision-t5p,አሜን,2023-10-30T15:32:44Z,0
446,pMSz1KoCNpE,@BrightVision-t5p,እግዚአብሔር  አምላክ  ይመስገን,2023-10-30T15:32:28Z,0
451,cnaTbHRjo8w,@seblet148,"እስጢፎ ወንድማችን ነብስህን በገነት ያኑረዉ......., እግዚያብሄር ለመላዉ ቤተሰብ መፅናናትን ይስጥ🙏",2023-10-29T23:39:56Z,0
449,c6N7LCFekSM,@crvdsl,Thank You st Yared!,2023-10-29T18:08:32Z,2
450,5JW-Ai0YM34,@BrightVision-t5p,እግዚአብሔር  አምላክ  ይመስገን,2023-10-29T16:47:56Z,0
452,cnaTbHRjo8w,@AmirAmir-w9h3z,ነፍስ ይማር ለቤተሰቡም መፅናናትን እንመኛለን።,2023-10-29T09:02:08Z,0
2151,BqosCuk4lp8,@hayle.gebriel,7:11,2023-10-28T20:20:03Z,0
453,cnaTbHRjo8w,@MenenTesfahun,Rest in Peace Estifo. Very big loss for all of us. We going to miss you very much. May god comfort the family.,2023-10-27T23:43:25Z,0
454,cnaTbHRjo8w,@Ermyas0915,አይ አባ ሳዊሮስ,2023-10-26T07:43:11Z,0
455,cnaTbHRjo8w,@Clmxyfn,igziabiher nefsun yimarew,2023-10-25T23:27:53Z,0
456,cnaTbHRjo8w,@salemmekonenn2416,እውነት ነወ ይባርኮት,2023-10-25T23:20:11Z,0
457,cnaTbHRjo8w,@-SOpHANITE-2997,ነብስህን በአፀደ ገነት በአብሩሙ እቅፍ ያኑረው መልካም መሆን ለዚ ቀን ይጠይቅማል,2023-10-25T21:16:42Z,1
2430,Z7jUXwJd32w,@hayle.gebriel,"3:56 - ዝማሜ
11:12",2023-10-24T01:35:33Z,1
458,BSY2HzL5X_g,@BrightVision-t5p,አሜን,2023-10-23T16:52:48Z,0
459,BSY2HzL5X_g,@BrightVision-t5p,እንኳን አብሮ አደረሰን,2023-10-23T16:52:32Z,0
460,BSY2HzL5X_g,@BrightVision-t5p,አሜን አሜን አሜን,2023-10-23T16:51:41Z,0
461,BSY2HzL5X_g,@BrightVision-t5p,እግዚአብሔር  አምላክ  ይመስገን,2023-10-23T16:51:04Z,0
462,dfV3GFGh3Js,@ruthgudina6090,Amen 🙏,2023-10-23T04:28:46Z,0
463,dfV3GFGh3Js,@BrightVision-t5p,እግዚአብሔር  አምላክ ይመስገን,2023-10-22T17:03:36Z,0
2171,P55sE2Blv20,@FikreAbrha-go9ov,Yemiyamr new ketlew egziabher tena ysth Amen,2023-10-21T18:01:04Z,1
2103,-0ygi2_EZQM,@temeteme2608,ክብር ያድልልን የኔታ!,2023-10-18T11:10:15Z,0
2162,mIqWp2Yfml0,@hayle.gebriel,"0:00 - ትመስል እምኪ
2:29 - እምኵሉ ዕለት
4:57 - ንዒ ርግብየ
7:42 - አርአዮ ለሙሴ (የሸዋ ወረብ)
11:44 - ክበበ ጌራ ወርቅ
14:45 - ሰአሊ ለነ (የሸዋ ወረብ)
17:18 - ዘኒ ስብሐተ
18:52 - ለወልድኪ ሕፃን",2023-10-18T00:00:13Z,3
2196,JbOZCdRzMi4,@sultanayele1333,"Memihr
KaleHiywetyasemalin!!",2023-10-16T11:13:27Z,0
464,R5VedVe25Eo,@raselmrr539,❤❤❤❤❤❤❤❤,2023-10-16T02:06:20Z,0
465,R5VedVe25Eo,@kathlenecharles4595,Amen amen amen amen,2023-10-15T17:50:27Z,0
466,R5VedVe25Eo,@BrightVision-t5p,እግዚአብሄር   አምላክ  ይመስገን,2023-10-15T17:40:53Z,0
1863,4Nl6aib4jQI,@-nablistube1811,ድጋሚ ስሩልኝ🙏🙏,2023-10-15T09:19:38Z,0
2364,WRfqgnh7TW8,@banche5539,አሜን,2023-10-13T11:46:56Z,0
2365,WRfqgnh7TW8,@MillionTekleab-u9f,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2023-10-12T09:43:27Z,0
467,Kx56ejC8dMA,@habtmarimgebrweld6800,ቃለ ሂወት ያሰማልን መምህር,2023-10-12T01:37:19Z,1
2377,rH6J8aP4A-0,@MillionTekleab-u9f,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2023-10-10T07:49:11Z,0
2353,TlHBp8PIfpE,@MillionTekleab-u9f,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2023-10-09T10:12:31Z,0
468,DZ-61DNR3AQ,@BrightVision-t5p,አሜን,2023-10-08T17:42:15Z,0
469,DZ-61DNR3AQ,@BrightVision-t5p,እግዚአብሄር  አምላክ ይመስገን,2023-10-08T17:41:02Z,0
